idx,title,url,updated,recMod,header,topics,language,notes,urlOtherTitle,urlOther
49,executable to deploy Cloudflare Workers,https://github.com/ao-com/cloudflare-worker-deployer,2018-07-08,2019-06-07,,"deploy,CLI",GoLang,alternative CLI tool incase you're allergic to Wrangler,,
69,Discount via Country-request,https//cloudflareworkers.com/#bf2d7801e112740f9bd3db6a0b90c0fe:tutorial.cloudflareworkers.com,2019-02-21,2019-06-07,,localization,ES2017,,blog post,scotch.io/tutorials/serverless-cloudflare-workers-are-pretty-awesome
82,Logs from the edge,https://blog.cloudflare.com/logs-from-the-edge/,2018-11-29,2019-06-07,,"article,log",ES2017,uses Elastic Stack (ELK),,
32,easier cloudflare request routing,https://github.com/cakedan/cf-worker-router,2019-03-07,2019-06-07,,route,ES2015,example usage in README,,
71,"Building Workers-KV, Kyle Kloepper ",https://youtu.be/cxgZUqdHAX8,2019-03-27,2019-06-07,,"video,KV",ES2017,"Meetup talk: overview, history, & 'storage gateway worker'",Into blobpost from Cloudflare,https://blog.cloudflare.com/building-with-workers-kv/
47,un-official Bugsnag notifier,https://github.com/jmshal/bugsnag-js-cloudflare-workers,2019-03-04,2019-06-07,,"library,monitor",ES2015,"report to Bugsnag.com in the last mile, example included",,
56,Codeship to automatically update your Cloudflare Workers,https://github.com/karllhughes/workers-codeship-example,2018-08-24,2019-06-07,local-dev,"deploy,example",ES2015,Automated Deployment,,
15,hashing service,https://github.com/windbirds/workers_examples/blob/master/hash/index.js,2019-02-02,2019-06-07,msc,service,ES2017,"JSON responce with SHA1, SHA286, SHA384, & SHA512 hash responce",,
13,basic cache,https://github.com/windbirds/workers_examples/blob/master/basic_cache/index.js,2018-10-21,2019-06-07,,cache,ES2017,,,
70,GraphQL on Edge Workers,https://github.com/cloudflare/workers-graphql-gateway-example,2018-08-01,2019-06-07,GraphQL,"video,GraphQL",ES2017,Workers GraphQL Gateway Example,video demo,https://youtu.be/E9sDH6ylQc4
33,Workers KV + GraphQL,https://github.com/jpstrikesback/cloudflare-graphql,2018-11-21,2019-06-07,,"GraphQL,KV",Serverless,,,
17,validate Portugal VAT number,https://github.com/windbirds/workers_examples/blob/master/validate_pt_vat/index.js,2018-10-22,2019-06-07,,service,ES2017,filter by country,,
26,http_prober,https://github.com/lebinh/cloudflare-workers#workers-zoo,2018-03-22,2019-06-07,,"monitor,test",TypeScript,Prometheus's blackbox-exporter HTTP probe,,
3,simple integration to Cloudflare Workers APIs,https://github.com/jspies/cloudflare-workers-toolkit,2019-03-26,2019-06-07,msc,"tool,deploy",ES2017,"deploy workers, get & remove routs, KV storage, etc",,
36,Call AWS Lambda,https://github.com/ysugimoto/cloudflare-worker-lambda-gateway,2019-01-11,2019-06-07,,AWS,ES2015,,,
20,Airtable Proxy Cloudflare Worker,https://github.com/portable-cto/airtable-proxy-worker,2019-03-13,2019-06-07,msc,"AirTable,REST,security",ES2015,"Hides Airtable Base ID and API Key, Limit requests to specific methods and table, push updates via Travis-CL",,
50,DNS lookup and dig app,https://github.com/matthewgall/beta.dnsjson.com,2018-04-07,2019-06-07,msc,"app,frontend",ES2017,,dnsjson.com - live app,https://beta.dnsjson.com/
6,Test Harness,https://github.com/envato/cloudflare-worker-test-harness,2018-09-16,2019-06-07,,test,ES2015,"emulate the Cloudflare Worker runtime without needing to rely on the console UI, but needs `require` & a few NodeJS APIs ",,
58,Serve cookie consent banner to EU visitors,https://github.com/pioug/cookie-choice,2018-12-29,2019-06-07,localization,"localization,inject,app",ES2017,banner only shows if cllient is in EU,live demo,https://github.com/stevenpack/cryptoserviceworker
23,Bypass Cache on Cookie,https://github.com/pmeenan/cf-workers/tree/master/cache-bypass-on-cookie,2019-03-19,2019-06-07,,"cache,WordPress",ES2017,"bypasses any existing caches when the configured rules are matched, set up for a default WordPress deployment ",,
55,URL shortener with LavaRand,https://github.com/obezuk/cf-workers-link-shortener,2019-04-28,2019-06-07,article,"article,route,app",ES2017,url shortener built with Cloudflare Workers and LavaRand,short blog post,levi.lol/url-shortener-built-on-cloudflare/
4,Supercharge Google Fonts,https://medium.com/@pierluc/supercharge-google-fonts-with-cloudflare-and-service-workers-25c37462fb6a,2018-10-02,2019-06-07,article,"article,optmimize,CDN",ES2017,"inlines font requests with CfWorker, then caches in browser",author's live site,https://www.jirafe.io/
35,Workaround Cloudflare's Anti-DDoS Protection,https://github.com/hrbrmstr/cfhttr,2017-12-10,2019-06-07,security,tool,Rust,Workaround Cloudflare Anti-DDoS Protection,,
77,Testing Performance Of Cloudflare Workers,https://medium.com/gaurav-shukla/testing-performance-of-cloudflare-workers-446420c2d269,2019-04-12,2019-06-07,,"article,test",,performance tests for improvements,,
84,Official Blog,https://blog.cloudflare.com/tag/workers/,,2019-06-07,official,,,Cloudflare's blog posts tagged 'worker',,
87,Cloudflare's Worker Forum / BBS,https://community.cloudflare.com/c/developers/workers,2019-06-07,2019-06-07,official,,,offical community forum,,
85,Official Documentation,https://developers.cloudflare.com/workers/about/,,2019-06-07,official,,,"general docs, includes configurations, Cf KeyValue data store, and recipes",,
184, Berkeley-Reject / workers-proxy,https://github.com/Berkeley-Reject/workers-proxy,2020-06-12,2020-07-03,,proxy,ES2017,lightweight Reverse Proxy with configs,,
185,,,,,,,,,,
